"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 17 18:45:48 GMT 2023","Fri Feb 17 18:46:09 GMT 2023","21376","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 1 Verify the Toll-Free Numbers Button on the Numbers / Search & Buy Numbers page opens the Search Numbers section by Country Code","ID 1 Verify the Toll-Free Numbers Button on the Numbers / Search & Buy Numbers page opens the Search Numbers section by Country Code",""
"passed","Fri Feb 17 18:46:13 GMT 2023","Fri Feb 17 18:46:18 GMT 2023","5744","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 5 Check the  Welcome to your Mission Control Portal, API Keys, Get started with Messaging, Get started with Verify, and Shortcuts sections are visible on the Home page","ID 5 Check the  Welcome to your Mission Control Portal, API Keys, Get started with Messaging, Get started with Verify, and Shortcuts sections are visible on the Home page",""
"passed","Fri Feb 17 18:40:40 GMT 2023","Fri Feb 17 18:40:46 GMT 2023","5995","","Testing the blog page","","Testing the blog page","ID 11 Check ability to filter news by product on the ""Blog"" page","ID 11 Check ability to filter news by product on the ""Blog"" page",""
"passed","Fri Feb 17 18:46:51 GMT 2023","Fri Feb 17 18:47:12 GMT 2023","20791","","Testing the main page","","Testing the main page","ID 14 Сheck the functionality of the ""Twitter"" reference on the Telnyx page","ID 14 Сheck the functionality of the ""Twitter"" reference on the Telnyx page",""
"passed","Fri Feb 17 18:43:48 GMT 2023","Fri Feb 17 18:43:53 GMT 2023","5484","","Testing the Ooma page","","Testing the Ooma page","ID 15 Сheck the functionality of the ""Talk to an expert"" reference on the Ooma page","ID 15 Сheck the functionality of the ""Talk to an expert"" reference on the Ooma page",""
"passed","Fri Feb 17 18:40:59 GMT 2023","Fri Feb 17 18:41:13 GMT 2023","14765","","Testing the Login page","","Testing the Login page","ID 19 Check the Sign-up link on the Login page opens the Sign-up page","ID 19 Check the Sign-up link on the Login page opens the Sign-up page",""
"passed","Fri Feb 17 18:44:48 GMT 2023","Fri Feb 17 18:44:51 GMT 2023","3152","","Testing the Report Abuse page","","Testing the Report Abuse page","ID 12 Check the ability to send a report with empty fields on Report Abuse page","ID 12 Check the ability to send a report with empty fields on Report Abuse page",""
"broken","Fri Feb 17 18:44:03 GMT 2023","Fri Feb 17 18:44:41 GMT 2023","38382","","Testing the Pricing page in Telnyx Customer Portal","","Testing the Pricing page in Telnyx Customer Portal","ID 8 Сheck that the marks on a slider on Pricing Tier Control in the Outbound (Termination) Voice/Fax Usage section correspond right button  on the Pricing page","ID 8 Сheck that the marks on a slider on Pricing Tier Control in the Outbound (Termination) Voice/Fax Usage section correspond right button  on the Pricing page",""
"passed","Fri Feb 17 18:43:20 GMT 2023","Fri Feb 17 18:43:22 GMT 2023","1721","","Testing the Sign Up page","","Testing the Sign Up page","ID 10 Check ability to read Privacy Policy information on the Signup page","ID 10 Check ability to read Privacy Policy information on the Signup page",""
"broken","Fri Feb 17 18:46:47 GMT 2023","Fri Feb 17 18:46:57 GMT 2023","10220","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 6 Check the Start messaging link on the Home page opens Telnyx Developers Page","ID 6 Check the Start messaging link on the Home page opens Telnyx Developers Page",""
"passed","Fri Feb 17 18:43:14 GMT 2023","Fri Feb 17 18:43:18 GMT 2023","3789","","Testing the Sign Up page","","Testing the Sign Up page","ID 9 Check ability to sign up without agree terms of conditions and privacy policy on the Signup page","ID 9 Check ability to sign up without agree terms of conditions and privacy policy on the Signup page",""
