"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 17 10:52:10 GMT 2023","Fri Feb 17 10:52:13 GMT 2023","3564","","Testing the Report Abuse page","","Testing the Report Abuse page","ID 12 Check the ability to send a report with empty fields on Report Abuse page","ID 12 Check the ability to send a report with empty fields on Report Abuse page",""
"passed","Fri Feb 17 10:52:15 GMT 2023","Fri Feb 17 10:52:19 GMT 2023","3836","","Testing the Sign Up page","","Testing the Sign Up page","ID 9 Check ability to sign up without agree terms of conditions and privacy policy on the Signup page","ID 9 Check ability to sign up without agree terms of conditions and privacy policy on the Signup page",""
"passed","Fri Feb 17 10:52:19 GMT 2023","Fri Feb 17 10:52:22 GMT 2023","2980","","Testing the Sign Up page","","Testing the Sign Up page","ID 17 Сheck the possibility to add the necessary characters to become password valid, after an unsuccessful attempt to register on Sign up page","ID 17 Сheck the possibility to add the necessary characters to become password valid, after an unsuccessful attempt to register on Sign up page",""
"passed","Fri Feb 17 10:54:34 GMT 2023","Fri Feb 17 10:54:54 GMT 2023","20587","","Testing the main page","","Testing the main page","ID 14 Сheck the functionality of the ""Twitter"" reference on the Telnyx page","ID 14 Сheck the functionality of the ""Twitter"" reference on the Telnyx page",""
"broken","Fri Feb 17 10:52:29 GMT 2023","Fri Feb 17 10:53:35 GMT 2023","66218","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 1 Verify the Toll-Free Numbers Button on the Numbers / Search & Buy Numbers page opens the Search Numbers section by Country Code","ID 1 Verify the Toll-Free Numbers Button on the Numbers / Search & Buy Numbers page opens the Search Numbers section by Country Code",""
"passed","Fri Feb 17 10:49:55 GMT 2023","Fri Feb 17 10:50:01 GMT 2023","5906","","Testing the IoT-sim-card page","","Testing the IoT-sim-card page","ID 18 Check the Get a Sim Card button on the IoT-sim-card page opens the Sign-up page","ID 18 Check the Get a Sim Card button on the IoT-sim-card page opens the Sign-up page",""
"passed","Fri Feb 17 10:49:53 GMT 2023","Fri Feb 17 10:49:59 GMT 2023","6609","","Testing the blog page","","Testing the blog page","ID 11 Check ability to filter news by product on the ""Blog"" page","ID 11 Check ability to filter news by product on the ""Blog"" page",""
"passed","Fri Feb 17 10:53:59 GMT 2023","Fri Feb 17 10:54:05 GMT 2023","6129","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 5 Check the  Welcome to your Mission Control Portal, API Keys, Get started with Messaging, Get started with Verify, and Shortcuts sections are visible on the Home page","ID 5 Check the  Welcome to your Mission Control Portal, API Keys, Get started with Messaging, Get started with Verify, and Shortcuts sections are visible on the Home page",""
"passed","Fri Feb 17 10:50:31 GMT 2023","Fri Feb 17 10:50:35 GMT 2023","4316","","Testing the IoT-sim-card page","","Testing the IoT-sim-card page","ID 18 Check the Get a Sim Card button on the IoT-sim-card page opens the Sign-up page","ID 18 Check the Get a Sim Card button on the IoT-sim-card page opens the Sign-up page",""
"passed","Fri Feb 17 10:50:46 GMT 2023","Fri Feb 17 10:50:57 GMT 2023","10829","","Testing the Login page","","Testing the Login page","ID 19 Check the Sign-up link on the Login page opens the Sign-up page","ID 19 Check the Sign-up link on the Login page opens the Sign-up page",""
"broken","Fri Feb 17 10:50:17 GMT 2023","Fri Feb 17 10:50:24 GMT 2023","7324","","Testing the Demo Video App page in Telnyx Customer Portal","","Testing the Demo Video App page in Telnyx Customer Portal","""before all"" hook for Testing the Demo Video App page in Telnyx Customer Portal","""before all"" hook for Testing the Demo Video App page in Telnyx Customer Portal",""
"passed","Fri Feb 17 10:51:46 GMT 2023","Fri Feb 17 10:51:50 GMT 2023","4027","","Testing the Ooma page","","Testing the Ooma page","ID 15 Сheck the functionality of the ""Talk to an expert"" reference on the Ooma page","ID 15 Сheck the functionality of the ""Talk to an expert"" reference on the Ooma page",""
"passed","Fri Feb 17 10:50:13 GMT 2023","Fri Feb 17 10:50:19 GMT 2023","5877","","Testing the Login page","","Testing the Login page","ID 20 Check the Log in with Microsoft button on the Login page opens the Microsoft Sign in page","ID 20 Check the Log in with Microsoft button on the Login page opens the Microsoft Sign in page",""
"passed","Fri Feb 17 10:52:22 GMT 2023","Fri Feb 17 10:52:24 GMT 2023","1997","","Testing the Sign Up page","","Testing the Sign Up page","ID 10 Check ability to read Privacy Policy information on the Signup page","ID 10 Check ability to read Privacy Policy information on the Signup page",""
"passed","Fri Feb 17 10:56:00 GMT 2023","Fri Feb 17 10:56:20 GMT 2023","20127","","Testing the main page","","Testing the main page","ID 14 Сheck the functionality of the ""Twitter"" reference on the Telnyx page","ID 14 Сheck the functionality of the ""Twitter"" reference on the Telnyx page",""
"passed","Fri Feb 17 10:55:57 GMT 2023","Fri Feb 17 10:56:00 GMT 2023","3278","","Testing the main page","","Testing the main page","ID 13 Check redirection to Cookie Policy information from footer on Telnyx page","ID 13 Check redirection to Cookie Policy information from footer on Telnyx page",""
"passed","Fri Feb 17 10:53:06 GMT 2023","Fri Feb 17 10:53:10 GMT 2023","3856","","Testing the Sign Up page","","Testing the Sign Up page","ID 17 Сheck the possibility to add the necessary characters to become password valid, after an unsuccessful attempt to register on Sign up page","ID 17 Сheck the possibility to add the necessary characters to become password valid, after an unsuccessful attempt to register on Sign up page",""
"passed","Fri Feb 17 10:50:02 GMT 2023","Fri Feb 17 10:50:13 GMT 2023","10601","","Testing the Login page","","Testing the Login page","ID 19 Check the Sign-up link on the Login page opens the Sign-up page","ID 19 Check the Sign-up link on the Login page opens the Sign-up page",""
"passed","Fri Feb 17 10:49:38 GMT 2023","Fri Feb 17 10:49:53 GMT 2023","14970","","Testing the Demo Video App page in Telnyx Customer Portal","","Testing the Demo Video App page in Telnyx Customer Portal","ID 7 Check the ability to create Video Room with an invalid URL on the Demo Video App page","ID 7 Check the ability to create Video Room with an invalid URL on the Demo Video App page",""
"broken","Fri Feb 17 10:55:35 GMT 2023","Fri Feb 17 10:55:45 GMT 2023","10163","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 5 Check the  Welcome to your Mission Control Portal, API Keys, Get started with Messaging, Get started with Verify, and Shortcuts sections are visible on the Home page","ID 5 Check the  Welcome to your Mission Control Portal, API Keys, Get started with Messaging, Get started with Verify, and Shortcuts sections are visible on the Home page",""
"passed","Fri Feb 17 10:51:23 GMT 2023","Fri Feb 17 10:51:28 GMT 2023","4680","","Testing the Ooma page","","Testing the Ooma page","ID 15 Сheck the functionality of the ""Talk to an expert"" reference on the Ooma page","ID 15 Сheck the functionality of the ""Talk to an expert"" reference on the Ooma page",""
"broken","Fri Feb 17 10:54:35 GMT 2023","Fri Feb 17 10:55:35 GMT 2023","60001","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 3 Verify the Add to card Button on the Numbers / Search & Buy Numbers page adds chosen number to the Cart","ID 3 Verify the Add to card Button on the Numbers / Search & Buy Numbers page adds chosen number to the Cart",""
"broken","Fri Feb 17 10:55:45 GMT 2023","Fri Feb 17 10:55:56 GMT 2023","10150","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 6 Check the Start messaging link on the Home page opens Telnyx Developers Page","ID 6 Check the Start messaging link on the Home page opens Telnyx Developers Page",""
"passed","Fri Feb 17 10:54:31 GMT 2023","Fri Feb 17 10:54:34 GMT 2023","2915","","Testing the main page","","Testing the main page","ID 13 Check redirection to Cookie Policy information from footer on Telnyx page","ID 13 Check redirection to Cookie Policy information from footer on Telnyx page",""
"passed","Fri Feb 17 10:53:31 GMT 2023","Fri Feb 17 10:53:34 GMT 2023","3130","","Testing the Talk to an Expert page","","Testing the Talk to an Expert page","ID 16 Сheck the phone number in the “Talk to our product experts” section on Talk to an expert page","ID 16 Сheck the phone number in the “Talk to our product experts” section on Talk to an expert page",""
"broken","Fri Feb 17 10:51:30 GMT 2023","Fri Feb 17 10:52:08 GMT 2023","38412","","Testing the Pricing page in Telnyx Customer Portal","","Testing the Pricing page in Telnyx Customer Portal","ID 8 Сheck that the marks on a slider on Pricing Tier Control in the Outbound (Termination) Voice/Fax Usage section correspond right button  on the Pricing page","ID 8 Сheck that the marks on a slider on Pricing Tier Control in the Outbound (Termination) Voice/Fax Usage section correspond right button  on the Pricing page",""
"passed","Fri Feb 17 10:52:25 GMT 2023","Fri Feb 17 10:52:28 GMT 2023","2465","","Testing the Talk to an Expert page","","Testing the Talk to an Expert page","ID 16 Сheck the phone number in the “Talk to our product experts” section on Talk to an expert page","ID 16 Сheck the phone number in the “Talk to our product experts” section on Talk to an expert page",""
"passed","Fri Feb 17 10:53:56 GMT 2023","Fri Feb 17 10:53:59 GMT 2023","2593","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 3 Verify the Add to card Button on the Numbers / Search & Buy Numbers page adds chosen number to the Cart","ID 3 Verify the Add to card Button on the Numbers / Search & Buy Numbers page adds chosen number to the Cart",""
"passed","Fri Feb 17 10:51:16 GMT 2023","Fri Feb 17 10:51:34 GMT 2023","17915","","Testing My Cart page in Telnyx Customer Portal","","Testing My Cart page in Telnyx Customer Portal","ID 4 Verify the Total Credit Required on the My Cart page shows the right total amount","ID 4 Verify the Total Credit Required on the My Cart page shows the right total amount",""
"passed","Fri Feb 17 10:54:05 GMT 2023","Fri Feb 17 10:54:16 GMT 2023","11204","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 6 Check the Start messaging link on the Home page opens Telnyx Developers Page","ID 6 Check the Start messaging link on the Home page opens Telnyx Developers Page",""
