"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 15 13:02:01 GMT 2023","Wed Feb 15 13:02:04 GMT 2023","2641","","Testing the Sign Up page","","Testing the Sign Up page","ID 17 Сheck the possibility to add the necessary characters to become password valid, after an unsuccessful attempt to register on Sign up page","ID 17 Сheck the possibility to add the necessary characters to become password valid, after an unsuccessful attempt to register on Sign up page",""
"passed","Wed Feb 15 12:59:50 GMT 2023","Wed Feb 15 13:00:04 GMT 2023","13726","","Testing the Login page","","Testing the Login page","ID 19 Check the Sign-up link on the Login page opens the Sign-up page","ID 19 Check the Sign-up link on the Login page opens the Sign-up page",""
"broken","Wed Feb 15 13:04:17 GMT 2023","Wed Feb 15 13:05:17 GMT 2023","60003","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 3 Verify the Add to card Button on the Numbers / Search & Buy Numbers page adds chosen number to the Cart","ID 3 Verify the Add to card Button on the Numbers / Search & Buy Numbers page adds chosen number to the Cart",""
"passed","Wed Feb 15 13:05:39 GMT 2023","Wed Feb 15 13:05:42 GMT 2023","2625","","Testing the main page","","Testing the main page","ID 13 Check redirection to Cookie Policy information from footer on Telnyx page","ID 13 Check redirection to Cookie Policy information from footer on Telnyx page",""
"passed","Wed Feb 15 13:08:31 GMT 2023","Wed Feb 15 13:08:51 GMT 2023","20450","","Testing the main page","","Testing the main page","ID 14 Сheck the functionality of the ""Twitter"" reference on the Telnyx page","ID 14 Сheck the functionality of the ""Twitter"" reference on the Telnyx page",""
"broken","Wed Feb 15 13:01:11 GMT 2023","Wed Feb 15 13:01:51 GMT 2023","40230","","Testing the Pricing page in Telnyx Customer Portal","","Testing the Pricing page in Telnyx Customer Portal","ID 8 Сheck that the marks on a slider on Pricing Tier Control in the Outbound (Termination) Voice/Fax Usage section correspond right button  on the Pricing page","ID 8 Сheck that the marks on a slider on Pricing Tier Control in the Outbound (Termination) Voice/Fax Usage section correspond right button  on the Pricing page",""
"broken","Wed Feb 15 13:03:12 GMT 2023","Wed Feb 15 13:03:49 GMT 2023","36591","","Testing the Pricing page in Telnyx Customer Portal","","Testing the Pricing page in Telnyx Customer Portal","ID 8 Сheck that the marks on a slider on Pricing Tier Control in the Outbound (Termination) Voice/Fax Usage section correspond right button  on the Pricing page","ID 8 Сheck that the marks on a slider on Pricing Tier Control in the Outbound (Termination) Voice/Fax Usage section correspond right button  on the Pricing page",""
"passed","Wed Feb 15 13:08:27 GMT 2023","Wed Feb 15 13:08:31 GMT 2023","3948","","Testing the main page","","Testing the main page","ID 13 Check redirection to Cookie Policy information from footer on Telnyx page","ID 13 Check redirection to Cookie Policy information from footer on Telnyx page",""
"passed","Wed Feb 15 12:59:45 GMT 2023","Wed Feb 15 12:59:49 GMT 2023","3610","","Testing the IoT-sim-card page","","Testing the IoT-sim-card page","ID 18 Check the Get a Sim Card button on the IoT-sim-card page opens the Sign-up page","ID 18 Check the Get a Sim Card button on the IoT-sim-card page opens the Sign-up page",""
"broken","Wed Feb 15 13:01:13 GMT 2023","Wed Feb 15 13:01:20 GMT 2023","7633","","Testing the Login page","","Testing the Login page","ID 19 Check the Sign-up link on the Login page opens the Sign-up page","ID 19 Check the Sign-up link on the Login page opens the Sign-up page",""
"passed","Wed Feb 15 13:02:57 GMT 2023","Wed Feb 15 13:03:03 GMT 2023","5449","","Testing the Ooma page","","Testing the Ooma page","ID 15 Сheck the functionality of the ""Talk to an expert"" reference on the Ooma page","ID 15 Сheck the functionality of the ""Talk to an expert"" reference on the Ooma page",""
"passed","Wed Feb 15 13:02:04 GMT 2023","Wed Feb 15 13:02:06 GMT 2023","2155","","Testing the Sign Up page","","Testing the Sign Up page","ID 10 Check ability to read Privacy Policy information on the Signup page","ID 10 Check ability to read Privacy Policy information on the Signup page",""
"passed","Wed Feb 15 13:04:12 GMT 2023","Wed Feb 15 13:04:16 GMT 2023","4162","","Testing the Sign Up page","","Testing the Sign Up page","ID 9 Check ability to sign up without agree terms of conditions and privacy policy on the Signup page","ID 9 Check ability to sign up without agree terms of conditions and privacy policy on the Signup page",""
"broken","Wed Feb 15 13:06:49 GMT 2023","Wed Feb 15 13:07:49 GMT 2023","60003","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 3 Verify the Add to card Button on the Numbers / Search & Buy Numbers page adds chosen number to the Cart","ID 3 Verify the Add to card Button on the Numbers / Search & Buy Numbers page adds chosen number to the Cart",""
"passed","Wed Feb 15 13:00:57 GMT 2023","Wed Feb 15 13:01:00 GMT 2023","3397","","Testing the IoT-sim-card page","","Testing the IoT-sim-card page","ID 18 Check the Get a Sim Card button on the IoT-sim-card page opens the Sign-up page","ID 18 Check the Get a Sim Card button on the IoT-sim-card page opens the Sign-up page",""
"broken","Wed Feb 15 13:07:59 GMT 2023","Wed Feb 15 13:08:10 GMT 2023","10050","","Testing Telnyx Customer Portal page","","Testing Telnyx Customer Portal page","ID 6 Check the Start messaging link on the Home page opens Telnyx Developers Page","ID 6 Check the Start messaging link on the Home page opens Telnyx Developers Page",""
